snippet_id,file_path,line,label,cond_uses_leq,cond_uses_lt,cond_uses_gt_or_geq,cond_contains_length,cond_crude_off_by_one,right_is_bare_length,right_is_length_arithmetic,init_starts_at_zero,init_starts_at_one,update_is_increment,update_is_decrement,body_statement_count,body_array_access_count,loop_var_indexes_array,loop_var_body_uses,cond_char_count
gen_clean_generic_013,data/ml/raw_snippets_generated/clean/GenCleanGeneric013.java,24,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_clean_generic_013,data/ml/raw_snippets_generated/clean/GenCleanGeneric013.java,43,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_093,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug093.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,18.0
gen_off_by_one_fix_093,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix093.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,17.0
gen_off_by_one_bug_128,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug128.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,19.0
gen_off_by_one_fix_128,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix128.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_clean_fall_through_009,data/ml/raw_snippets_generated/clean/GenCleanFallThrough009.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_boundary_minus_one_010,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne010.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_boundary_minus_one_010,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne010.java,22,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_clean_boundary_minus_one_010,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne010.java,39,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0
gen_off_by_one_bug_114,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug114.java,37,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_114,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug114.java,45,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_114,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix114.java,37,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_fix_114,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix114.java,45,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0
gen_clean_generic_103,data/ml/raw_snippets_generated/clean/GenCleanGeneric103.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_while_no_update_bug_104,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug104.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_bug_104,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug104.java,34,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_104,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix104.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_104,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix104.java,34,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_019,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug019.java,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_fix_019,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix019.java,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_incorrect_cond_bug_124,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug124.java,10,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_fix_124,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix124.java,10,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_001,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug001.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_fix_001,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix001.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_incorrect_cond_bug_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug104.java,26,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_bug_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug104.java,35,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_incorrect_cond_bug_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug104.java,55,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_bug_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug104.java,65,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_bug_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug104.java,75,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_fix_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix104.java,26,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_fix_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix104.java,35,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_incorrect_cond_fix_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix104.java,55,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_fix_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix104.java,65,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_fix_104,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix104.java,75,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_bug_140,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug140.java,38,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_fix_140,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix140.java,38,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_generic_067,data/ml/raw_snippets_generated/clean/GenCleanGeneric067.java,13,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_158,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug158.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_158,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix158.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0
gen_off_by_one_bug_100,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug100.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_bug_100,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug100.java,11,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,18.0
gen_off_by_one_fix_100,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix100.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_fix_100,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix100.java,11,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,17.0
gen_clean_scanner_loop_004,data/ml/raw_snippets_generated/clean/GenCleanScannerLoop004.java,47,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,15.0
gen_while_no_update_bug_141,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug141.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_141,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix141.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_array_index_bug_038,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug038.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_array_index_fix_038,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix038.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_while_no_update_bug_101,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug101.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,16.0
gen_while_no_update_bug_101,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug101.java,47,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_while_no_update_fix_101,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix101.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,16.0
gen_while_no_update_fix_101,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix101.java,48,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_clean_boundary_minus_one_040,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne040.java,4,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0
gen_clean_generic_090,data/ml/raw_snippets_generated/clean/GenCleanGeneric090.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_incorrect_cond_bug_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug048.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_incorrect_cond_bug_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug048.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_incorrect_cond_bug_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug048.java,36,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_fix_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix048.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_incorrect_cond_fix_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix048.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_incorrect_cond_fix_048,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix048.java,36,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_while_no_update_bug_079,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug079.java,26,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_079,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix079.java,26,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_boundary_minus_one_018,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne018.java,10,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_clean_boundary_minus_one_018,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne018.java,18,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0
gen_off_by_one_bug_085,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug085.java,12,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_bug_085,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug085.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_fix_085,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix085.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_fix_085,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix085.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_clean_fall_through_016,data/ml/raw_snippets_generated/clean/GenCleanFallThrough016.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_clean_fall_through_016,data/ml/raw_snippets_generated/clean/GenCleanFallThrough016.java,46,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_142,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug142.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,19.0
gen_off_by_one_fix_142,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix142.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,18.0
gen_off_by_one_bug_105,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug105.java,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_fix_105,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix105.java,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_clean_generic_089,data/ml/raw_snippets_generated/clean/GenCleanGeneric089.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0
gen_missing_break_bug_085,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug085.java,36,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_missing_break_fix_085,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix085.java,37,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_bug_066,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug066.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0
gen_off_by_one_bug_066,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug066.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_fix_066,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix066.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
