line_count,char_count,parse_crashed,parse_completeness,has_error_nodes,error_node_count,missing_node_count,unstable_span_count,class_declaration_count,method_declaration_count,local_variable_declaration_count,return_statement_count,while_statement_count,assignment_expression_count,binary_expression_count,max_ast_depth,ast_node_count,for_statement_count,loop_condition_contains_lt,loop_condition_contains_leq,loop_condition_contains_gt,loop_condition_contains_geq,loop_condition_contains_length,loop_condition_off_by_one_pattern_count,for_node_with_array_access_count,max_for_loop_body_size,if_statement_count,assignment_inside_if_condition_count,equality_in_if_condition_count,boolean_literal_in_if_condition_count,logical_operator_in_if_condition_count,array_access_count,array_index_uses_length_directly_count,array_index_uses_length_expression_count,unique_arrays_accessed_count,target,snippet_id,primary_label
12,305,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,incorrect_cond_bug_003,INCORRECT_CONDITIONAL_OPERATOR
13,321,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_003,NO_ISSUE
9,226,0,1.0,0,0,0,0,1,1,1,0,0,0,0,10,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_001,ARRAY_LENGTH_INDEX_MISUSE
9,231,0,1.0,0,0,0,0,1,1,1,0,0,0,1,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_001,NO_ISSUE
9,241,0,1.0,0,0,0,0,1,1,1,0,0,0,0,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_002,ARRAY_LENGTH_INDEX_MISUSE
9,245,0,1.0,0,0,0,0,1,1,1,0,0,0,1,11,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_002,NO_ISSUE
10,266,0,1.0,0,0,0,0,1,1,2,0,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_bug_003,ARRAY_LENGTH_INDEX_MISUSE
10,270,0,1.0,0,0,0,0,1,1,2,0,0,0,1,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_fix_003,NO_ISSUE
10,250,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,109,1,1,1,0,0,1,1,1,17,0,0,0,0,0,2,0,0,2,1,off_by_one_bug_004,OFF_BY_ONE_LOOP_BOUNDARY
10,249,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,109,1,1,0,0,0,1,0,1,17,0,0,0,0,0,2,0,0,2,0,off_by_one_fix_004,NO_ISSUE
9,229,0,1.0,0,0,0,0,1,1,2,0,0,0,1,11,92,1,1,1,0,0,1,1,1,20,0,0,0,0,0,1,0,0,1,1,off_by_one_bug_005,OFF_BY_ONE_LOOP_BOUNDARY
9,228,0,1.0,0,0,0,0,1,1,2,0,0,0,1,11,92,1,1,0,0,0,1,0,1,20,0,0,0,0,0,1,0,0,1,0,off_by_one_fix_005,NO_ISSUE
14,336,0,1.0,0,0,0,0,1,1,3,0,0,1,2,12,122,1,1,1,0,0,1,1,1,29,1,0,0,0,0,2,0,0,1,1,off_by_one_bug_006,OFF_BY_ONE_LOOP_BOUNDARY
14,335,0,1.0,0,0,0,0,1,1,3,0,0,1,2,12,122,1,1,0,0,0,1,0,1,29,1,0,0,0,0,2,0,0,1,0,off_by_one_fix_006,NO_ISSUE
12,306,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,incorrect_cond_bug_004,INCORRECT_CONDITIONAL_OPERATOR
13,321,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_004,NO_ISSUE
12,330,0,1.0,0,0,0,0,1,1,2,0,0,1,0,11,99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,incorrect_cond_bug_005,INCORRECT_CONDITIONAL_OPERATOR
13,350,0,1.0,0,0,0,0,1,1,2,0,0,1,0,11,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_005,NO_ISSUE
12,311,0,1.0,0,0,0,0,1,1,2,0,0,1,2,11,96,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,incorrect_cond_bug_006,INCORRECT_CONDITIONAL_OPERATOR
13,328,0,1.0,0,0,0,0,1,1,2,0,0,1,2,11,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_006,NO_ISSUE
10,276,0,1.0,0,0,0,0,1,1,2,0,0,0,0,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_004,ARRAY_LENGTH_INDEX_MISUSE
10,280,0,1.0,0,0,0,0,1,1,2,0,0,0,1,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_004,NO_ISSUE
10,269,0,1.0,0,0,0,0,1,1,2,0,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_bug_005,ARRAY_LENGTH_INDEX_MISUSE
10,274,0,1.0,0,0,0,0,1,1,2,0,0,0,1,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_fix_005,NO_ISSUE
9,252,0,1.0,0,0,0,0,1,1,1,0,0,0,0,10,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_006,ARRAY_LENGTH_INDEX_MISUSE
9,256,0,1.0,0,0,0,0,1,1,1,0,0,0,1,11,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_006,NO_ISSUE
12,275,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,104,1,1,1,0,0,1,1,1,13,0,0,0,0,0,1,0,0,1,1,off_by_one_bug_007,OFF_BY_ONE_LOOP_BOUNDARY
14,324,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,120,1,1,0,0,0,1,0,1,13,0,0,0,0,0,1,0,0,1,0,off_by_one_fix_007,NO_ISSUE
9,241,0,1.0,0,0,0,0,1,1,2,0,0,0,1,11,98,1,1,1,0,0,1,1,1,20,0,0,0,0,0,1,0,0,1,1,off_by_one_bug_008,OFF_BY_ONE_LOOP_BOUNDARY
11,288,0,1.0,0,0,0,0,1,1,2,0,0,0,1,11,114,1,1,0,0,0,1,0,1,20,0,0,0,0,0,1,0,0,1,0,off_by_one_fix_008,NO_ISSUE
10,265,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,111,1,1,1,0,0,1,1,1,17,0,0,0,0,0,2,0,0,2,1,off_by_one_bug_009,OFF_BY_ONE_LOOP_BOUNDARY
12,312,0,1.0,0,0,0,0,1,1,3,0,0,1,1,10,127,1,1,0,0,0,1,0,1,17,0,0,0,0,0,2,0,0,2,0,off_by_one_fix_009,NO_ISSUE
14,327,0,1.0,0,0,0,0,1,1,3,0,0,1,2,12,126,1,1,1,0,0,1,1,1,29,1,0,0,0,0,3,0,0,1,1,off_by_one_bug_010,OFF_BY_ONE_LOOP_BOUNDARY
16,374,0,1.0,0,0,0,0,1,1,3,0,0,1,2,12,142,1,1,0,0,0,1,0,1,29,1,0,0,0,0,3,0,0,1,0,off_by_one_fix_010,NO_ISSUE
12,301,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,incorrect_cond_bug_007,INCORRECT_CONDITIONAL_OPERATOR
13,315,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_007,NO_ISSUE
12,327,0,1.0,0,0,0,0,1,1,2,0,0,1,0,11,99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,incorrect_cond_bug_008,INCORRECT_CONDITIONAL_OPERATOR
13,344,0,1.0,0,0,0,0,1,1,2,0,0,1,0,11,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_008,NO_ISSUE
12,313,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,90,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,incorrect_cond_bug_009,INCORRECT_CONDITIONAL_OPERATOR
13,327,0,1.0,0,0,0,0,1,1,2,0,0,1,1,11,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_009,NO_ISSUE
13,312,0,1.0,0,0,0,0,1,1,3,0,0,1,1,11,98,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,incorrect_cond_bug_010,INCORRECT_CONDITIONAL_OPERATOR
14,326,0,1.0,0,0,0,0,1,1,3,0,0,1,1,11,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,incorrect_cond_fix_010,NO_ISSUE
9,230,0,1.0,0,0,0,0,1,1,1,0,0,0,0,10,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_007,ARRAY_LENGTH_INDEX_MISUSE
9,234,0,1.0,0,0,0,0,1,1,1,0,0,0,1,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_007,NO_ISSUE
10,273,0,1.0,0,0,0,0,1,1,2,0,0,0,0,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_bug_008,ARRAY_LENGTH_INDEX_MISUSE
10,277,0,1.0,0,0,0,0,1,1,2,0,0,0,1,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,array_index_fix_008,NO_ISSUE
11,295,0,1.0,0,0,0,0,1,1,1,0,0,0,0,11,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,array_index_bug_009,ARRAY_LENGTH_INDEX_MISUSE
11,300,0,1.0,0,0,0,0,1,1,1,0,0,0,1,11,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,array_index_fix_009,NO_ISSUE
10,266,0,1.0,0,0,0,0,1,1,2,0,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,array_index_bug_010,ARRAY_LENGTH_INDEX_MISUSE
10,270,0,1.0,0,0,0,0,1,1,2,0,0,0,1,10,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,array_index_fix_010,NO_ISSUE
13,298,0,1.0,0,0,0,0,1,1,2,0,0,0,2,11,128,1,1,0,0,0,1,0,1,20,0,0,0,0,0,2,0,1,1,0,clean_001,NO_ISSUE
16,312,0,1.0,0,0,0,0,1,1,1,0,1,0,2,11,107,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,clean_002,NO_ISSUE
12,273,0,1.0,0,0,0,0,1,1,2,0,0,0,0,11,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,clean_003,NO_ISSUE
10,245,0,1.0,0,0,0,0,1,1,2,0,0,0,1,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,clean_004,NO_ISSUE
14,285,0,1.0,0,0,0,0,1,1,2,0,0,1,0,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean_005,NO_ISSUE
16,394,0,1.0,0,0,0,0,1,1,3,0,0,0,2,14,147,2,2,0,0,0,2,0,2,54,0,0,0,0,0,3,0,0,2,0,clean_006,NO_ISSUE
